"","bag_site","pop","t","bags_label","tags_label","length","width"
"5754","YorkRiver","W1-TX",1,"MVP-TX-6","C397",24,15
"5755","YorkRiver","W1-TX",3,"MVP-TX-6","C397",44,33
"5756","YorkRiver","W1-TX",2,"MVP-TX-6","C397",31,21
"5757","YorkRiver","W6-ME",1,"MVP-ME-6","A625",34,22
"5758","YorkRiver","W6-ME",2,"MVP-ME-6","A625",37,22
"5759","YorkRiver","W6-ME",3,"MVP-ME-6","A625",43,25
"5760","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-1","B137",49,41
"5761","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-1","B137",37,32
"5762","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-1","B137",28,23
"5763","Lewisetta","W5-NH",1,"MVP-NH-2","B273",30,17
"5764","Lewisetta","W5-NH",2,"MVP-NH-2","B273",32,20
"5765","Lewisetta","W5-NH",3,"MVP-NH-2","B273",45,31
"5766","Lewisetta","W3-FL",2,"MVP-FL-1","2153",40,21
"5767","Lewisetta","W3-FL",3,"MVP-FL-1","2153",52,42
"5768","Lewisetta","W3-FL",1,"MVP-FL-1","2153",39,23
"5769","Lewisetta","W3-FL",3,"MVP-FL-1","2002",61,43
"5770","Lewisetta","W3-FL",2,"MVP-FL-1","2002",35,30
"5771","Lewisetta","W3-FL",1,"MVP-FL-1","2002",33,26
"5772","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C336",33,24
"5773","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C336",38,27
"5774","YorkRiver","S1-LOLA",3,"MVP-LOLA-6","E432",62,41
"5775","YorkRiver","S1-LOLA",1,"MVP-LOLA-6","E432",39,26
"5776","YorkRiver","S1-LOLA",2,"MVP-LOLA-6","E432",43,32
"5777","Lewisetta","S1-LOLA",3,"MVP-LOLA-2","A419",85,44
"5778","Lewisetta","S1-LOLA",2,"MVP-LOLA-2","A419",43,24
"5779","Lewisetta","S1-LOLA",1,"MVP-LOLA-2","A419",41,23
"5780","Lewisetta","W6-ME",1,"MVP-ME-3","A250",48,35
"5781","Lewisetta","W6-ME",2,"MVP-ME-3","A250",54,37
"5782","YorkRiver","W4-VA",1,"MVP-JR-4","C120",38,22
"5783","YorkRiver","W4-VA",2,"MVP-JR-4","C120",45,26
"5784","YorkRiver","S1-LOLA",1,"MVP-LOLA-6","LOLA-6-extra",19,14
"5785","YorkRiver","S1-LOLA",1,"MVP-LOLA-6","LOLA-6-extra",17,11
"5786","Lewisetta","W1-TX",3,"MVP-TX-3","E033-B307",80,47
"5787","Lewisetta","W1-TX",2,"MVP-TX-3","E033-B307",49,24
"5788","Lewisetta","W1-TX",1,"MVP-TX-3","E033-B307",42,22
"5790","YorkRiver","W2-LA",2,"MVP-LA-6","A861",39,29
"5791","YorkRiver","W2-LA",1,"MVP-LA-6","A861",38,27
"5792","Lewisetta","W1-TX",2,"MVP-TX-3","E015",64,38
"5793","Lewisetta","W1-TX",3,"MVP-TX-3","E015",64,41
"5794","Lewisetta","W1-TX",1,"MVP-TX-3","E015",52,29
"5795","Lewisetta","W5-NH",1,"MVP-NH-2","B256",35,24
"5796","Lewisetta","W5-NH",2,"MVP-NH-2","B256",39,28
"5797","YorkRiver","W1-TX",1,"MVP-TX-4","TX-4-extra",17,9
"5798","YorkRiver","W1-TX",1,"MVP-TX-4","TX-4-extra",21,15
"5799","YorkRiver","W1-TX",1,"MVP-TX-4","TX-4-extra",17,13
"5800","YorkRiver","W1-TX",1,"MVP-TX-4","TX-4-extra",18,13
"5801","Lewisetta","W5-NH",1,"MVP-NH-3","B037",30,19
"5802","Lewisetta","W5-NH",2,"MVP-NH-3","B037",31,21
"5803","Lewisetta","W5-NH",3,"MVP-NH-3","B037",22,16
"5804","YorkRiver","W2-LA",1,"MVP-LA-4","A521",19,17
"5805","YorkRiver","W2-LA",3,"MVP-LA-4","A521",42,33
"5806","YorkRiver","W2-LA",2,"MVP-LA-4","A521",21,19
"5807","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-6","E357",29,21
"5808","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-6","E357",32,20
"5809","YorkRiver","W3-FL",3,"MVP-FL-4","E407",62,37
"5810","YorkRiver","W3-FL",1,"MVP-FL-4","E407",47,24
"5811","YorkRiver","W3-FL",2,"MVP-FL-4","E407",45,24
"5812","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A013",37,23
"5813","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A013",71,45
"5814","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A013",45,30
"5815","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-4","E325",24,11
"5816","YorkRiver","H1-HYBRIDMIX",3,"MVP-LARMIX-4","E325",55,28
"5817","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-4","E325",30,16
"5818","YorkRiver","W6-ME",1,"MVP-ME-4","C290",36,22
"5819","YorkRiver","W6-ME",3,"MVP-ME-4","C290",43,26
"5820","YorkRiver","W6-ME",2,"MVP-ME-4","C290",42,26
"5821","YorkRiver","W3-FL",1,"MVP-FL-4","E420",26,13
"5822","YorkRiver","W3-FL",2,"MVP-FL-4","E420",28,13
"5823","YorkRiver","W3-FL",3,"MVP-FL-4","E420",55,42
"5824","YorkRiver","W3-FL",1,"MVP-FL-5","E490",36,22
"5825","YorkRiver","W3-FL",2,"MVP-FL-5","E490",44,24
"5826","Lewisetta","W5-NH",1,"MVP-NH-1","B222",35,24
"5827","Lewisetta","W5-NH",2,"MVP-NH-1","B222",35,24
"5828","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-4","A767",38,24
"5829","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-4","A767",39,27
"5831","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E607",43,23
"5832","YorkRiver","S2-DEBY",3,"MVP-DEBY-4","E607",81,59
"5833","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E607",49,29
"5834","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-3","B098",53,30
"5835","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-3","B098",50,29
"5836","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-3","B098",89,54
"5837","YorkRiver","W4-VA",1,"MVP-JR-6","A797",24,17
"5838","YorkRiver","W4-VA",3,"MVP-JR-6","A797",58,39
"5839","YorkRiver","W4-VA",2,"MVP-JR-6","A797",31,22
"5840","YorkRiver","W1-TX",3,"MVP-TX-4","C245",46,40
"5841","YorkRiver","W1-TX",2,"MVP-TX-4","C245",33,32
"5842","YorkRiver","W1-TX",1,"MVP-TX-4","C245",29,22
"5843","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-4","A757",34,26
"5844","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-4","A757",64,45
"5845","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-4","A757",37,27
"5846","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E621",34,23
"5847","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E621",27,17
"5848","YorkRiver","S2-DEBY",3,"MVP-DEBY-4","E621",61,46
"5849","Lewisetta","W3-FL",2,"MVP-FL-1","D791",42,27
"5850","Lewisetta","W3-FL",3,"MVP-FL-1","D791",72,52
"5851","Lewisetta","W3-FL",1,"MVP-FL-1","D791",39,26
"5852","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-4","E330",35,21
"5853","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-4","E330",41,26
"5854","YorkRiver","H1-HYBRIDMIX",3,"MVP-LARMIX-4","E330",64,39
"5855","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-3","B125",35,21
"5856","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-3","B125",34,19
"5857","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-3","B125",35,20
"5858","Lewisetta","W1-TX",2,"MVP-TX-3","E009",50,31
"5859","Lewisetta","W1-TX",3,"MVP-TX-3","E009",68,45
"5860","Lewisetta","W1-TX",1,"MVP-TX-3","E009",38,24
"5861","YorkRiver","W3-FL",1,"MVP-FL-4","E408",37,23
"5862","YorkRiver","W3-FL",2,"MVP-FL-4","E408",44,27
"5863","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-2","A359",31,22
"5864","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-2","A359",53,42
"5865","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-2","A359",26,19
"5866","Lewisetta","W3-FL",2,"MVP-FL-2","E075-B295",43,21
"5867","Lewisetta","W3-FL",1,"MVP-FL-2","E075-B295",42,19
"5868","Lewisetta","W3-FL",3,"MVP-FL-2","E075-B295",71,37
"5869","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E183",24,17
"5870","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E183",19,14
"5871","Lewisetta","S2-DEBY",3,"MVP-DEBY-2","E183",54,41
"5872","YorkRiver","W4-VA",1,"MVP-JR-6","A790",33,19
"5873","YorkRiver","W4-VA",2,"MVP-JR-6","A790",33,19
"5874","YorkRiver","W4-VA",3,"MVP-JR-6","A790",34,19
"5875","Lewisetta","W1-TX",1,"MVP-TX-1","E202",35,22
"5876","Lewisetta","W1-TX",3,"MVP-TX-1","E202",56,42
"5877","Lewisetta","W1-TX",2,"MVP-TX-1","E202",40,25
"5879","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-1","B164",39,27
"5880","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-1","B164",33,24
"5881","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E187",47,32
"5882","Lewisetta","S2-DEBY",3,"MVP-DEBY-2","E187",77,47
"5883","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E187",36,22
"5884","Lewisetta","W5-NH",3,"MVP-NH-2","B282",53,44
"5885","Lewisetta","W5-NH",2,"MVP-NH-2","B282",27,19
"5886","Lewisetta","W5-NH",1,"MVP-NH-2","B282",24,16
"5887","Lewisetta","S1-LOLA",2,"MVP-LOLA-2","A416",34,25
"5888","Lewisetta","S1-LOLA",3,"MVP-LOLA-2","A416",61,47
"5889","Lewisetta","S1-LOLA",1,"MVP-LOLA-2","A416",30,22
"5890","Lewisetta","W4-VA",1,"MVP-JR-3","B366",29,22
"5891","Lewisetta","W4-VA",2,"MVP-JR-3","B366",32,26
"5892","Lewisetta","W4-VA",3,"MVP-JR-3","B366",75,57
"5893","YorkRiver","W5-NH",1,"MVP-NH-6","C094",26,18
"5894","YorkRiver","W5-NH",2,"MVP-NH-6","C094",30,22
"5895","YorkRiver","S2-DEBY",3,"MVP-DEBY-6","E518",70,55
"5896","YorkRiver","S2-DEBY",1,"MVP-DEBY-6","E518",36,27
"5897","YorkRiver","S2-DEBY",2,"MVP-DEBY-6","E518",39,26
"5898","YorkRiver","W4-VA",3,"MVP-JR-5","A675",41,24
"5899","YorkRiver","W4-VA",2,"MVP-JR-5","A675",37,24
"5900","YorkRiver","W4-VA",1,"MVP-JR-5","A675",31,22
"5901","YorkRiver","W5-NH",1,"MVP-NH-4","A486",27,21
"5902","YorkRiver","W5-NH",2,"MVP-NH-4","A486",30,22
"5903","Lewisetta","W5-NH",3,"MVP-NH-3","B043",30,22
"5904","Lewisetta","W5-NH",1,"MVP-NH-3","B043",28,18
"5905","Lewisetta","W5-NH",2,"MVP-NH-3","B043",34,23
"5906","YorkRiver","W6-ME",2,"MVP-ME-4","C287",38,26
"5907","YorkRiver","W6-ME",3,"MVP-ME-4","C287",45,34
"5908","YorkRiver","W6-ME",1,"MVP-ME-4","C287",35,24
"5909","Lewisetta","W6-ME",2,"MVP-ME-2","D759",31,22
"5910","Lewisetta","W6-ME",1,"MVP-ME-2","D759",25,17
"5911","Lewisetta","W6-ME",3,"MVP-ME-2","D759",70,47
"5912","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B184",90,57
"5913","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B184",42,24
"5914","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B184",47,29
"5915","Lewisetta","W3-FL",3,"MVP-FL-3","B383",79,47
"5916","Lewisetta","W3-FL",1,"MVP-FL-3","B383",23,16
"5917","Lewisetta","W3-FL",2,"MVP-FL-3","B383",26,19
"5918","YorkRiver","W4-VA",2,"MVP-JR-4","C134",41,34
"5919","YorkRiver","W4-VA",1,"MVP-JR-4","C134",44,31
"5920","YorkRiver","W4-VA",3,"MVP-JR-4","C134",58,38
"5921","Lewisetta","W2-LA",1,"MVP-LA-2","E292",44,29
"5922","Lewisetta","W2-LA",3,"MVP-LA-2","E292",84,45
"5923","Lewisetta","W2-LA",2,"MVP-LA-2","E292",45,29
"5924","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C345",37,26
"5925","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-6","C345",55,44
"5926","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C345",29,20
"5927","Lewisetta","S1-LOLA",3,"MVP-LOLA-3","A262",92,47
"5928","Lewisetta","S1-LOLA",2,"MVP-LOLA-3","A262",30,20
"5929","Lewisetta","S1-LOLA",1,"MVP-LOLA-3","A262",27,20
"5931","YorkRiver","W5-NH",1,"MVP-NH-4","A487",30,20
"5932","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-1","B165",39,23
"5933","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-1","B165",45,29
"5934","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-1","B165",75,58
"5935","YorkRiver","W5-NH",1,"MVP-NH-6","C087",33,20
"5936","YorkRiver","W5-NH",2,"MVP-NH-6","C087",37,24
"5937","YorkRiver","W5-NH",3,"MVP-NH-6","C087",52,33
"5938","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A029",64,50
"5939","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A029",39,27
"5940","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A029",32,23
"5941","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-3","E252",71,51
"5942","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-3","E252",50,34
"5943","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-3","E252",44,27
"5944","YorkRiver","W6-ME",2,"MVP-ME-6","A622",42,22
"5945","YorkRiver","W6-ME",1,"MVP-ME-6","A622",40,24
"5946","YorkRiver","W6-ME",3,"MVP-ME-6","A622",59,42
"5947","YorkRiver","W1-TX",1,"MVP-TX-5","C020",30,17
"5948","YorkRiver","W1-TX",2,"MVP-TX-5","C020",36,21
"5949","Lewisetta","S2-DEBY",2,"MVP-DEBY-1","A133",54,36
"5950","Lewisetta","S2-DEBY",1,"MVP-DEBY-1","A133",44,27
"5952","YorkRiver","W5-NH",1,"MVP-NH-6","C095",25,16
"5953","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","A917",23,17
"5954","YorkRiver","S1-LOLA",2,"MVP-LOLA-4","A917",22,16
"5956","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B173",43,28
"5957","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B173",37,24
"5958","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B173",76,52
"5959","YorkRiver","W1-TX",3,"MVP-TX-5","C004",31,28
"5960","YorkRiver","W1-TX",2,"MVP-TX-5","C004",31,19
"5961","YorkRiver","W1-TX",1,"MVP-TX-5","C004",29,19
"5962","Lewisetta","W6-ME",3,"MVP-ME-1","B321",58,46
"5963","Lewisetta","W6-ME",1,"MVP-ME-1","B321",28,19
"5964","Lewisetta","W6-ME",2,"MVP-ME-1","B321",36,28
"5965","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A014",59,54
"5966","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A014",32,22
"5967","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A014",32,22
"5968","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E604",41,29
"5969","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E604",35,24
"5970","YorkRiver","S2-DEBY",3,"MVP-DEBY-4","E604",62,52
"5971","Lewisetta","W5-NH",3,"MVP-NH-3","B034",43,36
"5972","Lewisetta","W5-NH",2,"MVP-NH-3","B034",30,24
"5973","Lewisetta","W5-NH",1,"MVP-NH-3","B034",26,20
"5974","YorkRiver","W3-FL",2,"MVP-FL-5","E464",50,29
"5975","YorkRiver","W3-FL",1,"MVP-FL-5","E464",45,24
"5976","YorkRiver","W6-ME",1,"MVP-ME-5","A849",43,29
"5978","YorkRiver","W6-ME",2,"MVP-ME-5","A849",45,29
"5979","YorkRiver","W5-NH",1,"MVP-NH-6","C112",35,20
"5980","YorkRiver","W5-NH",2,"MVP-NH-6","C112",41,26
"5981","Lewisetta","W6-ME",1,"MVP-ME-1","D722",32,20
"5982","Lewisetta","W6-ME",2,"MVP-ME-1","D722",41,25
"5983","Lewisetta","W6-ME",3,"MVP-ME-1","D722",64,42
"5984","YorkRiver","W4-VA",1,"MVP-JR-4","C150",24,18
"5985","YorkRiver","W4-VA",2,"MVP-JR-4","C150",26,18
"5986","YorkRiver","W4-VA",3,"MVP-JR-4","C150",55,44
"5987","Lewisetta","W2-LA",3,"MVP-LA-2","E272",74,52
"5988","Lewisetta","W2-LA",2,"MVP-LA-2","E272",41,31
"5989","Lewisetta","W2-LA",1,"MVP-LA-2","E272",40,31
"5990","YorkRiver","W3-FL",3,"MVP-FL-4","E387",66,40
"5991","YorkRiver","W3-FL",1,"MVP-FL-4","E387",35,20
"5992","YorkRiver","W3-FL",2,"MVP-FL-4","E387",38,22
"5993","YorkRiver","W3-FL",1,"MVP-FL-4","E399",43,22
"5994","YorkRiver","W3-FL",2,"MVP-FL-4","E399",50,25
"5995","Lewisetta","W2-LA",1,"MVP-LA-2","E262",44,28
"5996","Lewisetta","W2-LA",3,"MVP-LA-2","E262",76,57
"5997","Lewisetta","W2-LA",2,"MVP-LA-2","E262",48,31
"5998","YorkRiver","S1-LOLA",2,"MVP-LOLA-4","A934",25,17
"5999","YorkRiver","S1-LOLA",3,"MVP-LOLA-4","A934",46,35
"6000","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","A934",25,17
"6001","YorkRiver","W4-VA",1,"MVP-JR-4","C133",41,26
"6002","YorkRiver","W4-VA",2,"MVP-JR-4","C133",48,30
"6003","Lewisetta","W2-LA",1,"MVP-LA-1","A059",25,23
"6004","Lewisetta","W2-LA",2,"MVP-LA-1","A059",37,26
"6005","Lewisetta","W2-LA",3,"MVP-LA-1","A059",73,56
"6006","YorkRiver","W2-LA",2,"MVP-LA-5","C223",30,23
"6007","YorkRiver","W2-LA",1,"MVP-LA-5","C223",27,19
"6008","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-4","A742",36,23
"6009","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-4","A742",57,43
"6010","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-4","A742",39,24
"6011","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A032",38,31
"6012","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A032",75,50
"6013","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A032",31,23
"6014","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-3","E248",45,31
"6015","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-3","E248",42,26
"6016","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E163",32,23
"6017","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E163",27,17
"6018","Lewisetta","W4-VA",3,"MVP-JR-2","A109",66,56
"6019","Lewisetta","W4-VA",1,"MVP-JR-2","A109",27,25
"6020","Lewisetta","W4-VA",2,"MVP-JR-2","A109",39,34
"6021","Lewisetta","W1-TX",3,"MVP-TX-2","B064",79,46
"6022","Lewisetta","W1-TX",1,"MVP-TX-2","B064",48,26
"6023","Lewisetta","W1-TX",2,"MVP-TX-2","B064",56,32
"6024","YorkRiver","W4-VA",2,"MVP-JR-6","A802",39,24
"6025","YorkRiver","W4-VA",1,"MVP-JR-6","A802",33,20
"6026","Lewisetta","W6-ME",2,"MVP-ME-3","A216",35,22
"6027","Lewisetta","W6-ME",1,"MVP-ME-3","A216",33,20
"6028","Lewisetta","W6-ME",3,"MVP-ME-3","A216",42,32
"6029","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-5","A703",43,26
"6030","YorkRiver","H1-HYBRIDMIX",3,"MVP-LARMIX-5","A703",61,48
"6031","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-5","A703",45,30
"6032","YorkRiver","W1-TX",2,"MVP-TX-4","C276",38,21
"6033","YorkRiver","W1-TX",3,"MVP-TX-4","C276",40,25
"6034","YorkRiver","W1-TX",1,"MVP-TX-4","C276",32,19
"6035","YorkRiver","W3-FL",1,"MVP-FL-6","E559",42,23
"6036","YorkRiver","W3-FL",2,"MVP-FL-6","E559",48,28
"6037","YorkRiver","W3-FL",3,"MVP-FL-6","E559",60,37
"6038","Lewisetta","W4-VA",1,"MVP-JR-1","B333",28,21
"6039","Lewisetta","W4-VA",3,"MVP-JR-1","B333",77,49
"6040","Lewisetta","W4-VA",2,"MVP-JR-1","B333",39,25
"6044","Lewisetta","S2-DEBY",2,"MVP-DEBY-1","A143",45,33
"6045","Lewisetta","S2-DEBY",1,"MVP-DEBY-1","A143",35,25
"6046","Lewisetta","S2-DEBY",3,"MVP-DEBY-1","A143",64,51
"6047","Lewisetta","W6-ME",3,"MVP-ME-1","B319",44,40
"6048","Lewisetta","W6-ME",2,"MVP-ME-1","B319",31,23
"6049","Lewisetta","W6-ME",1,"MVP-ME-1","B319",28,22
"6050","Lewisetta","W2-LA",2,"MVP-LA-3","A169",37,29
"6051","Lewisetta","W2-LA",1,"MVP-LA-3","A169",33,24
"6052","Lewisetta","W2-LA",3,"MVP-LA-3","A169",76,53
"6053","YorkRiver","W5-NH",2,"MVP-NH-5","C057",34,22
"6054","YorkRiver","W5-NH",1,"MVP-NH-5","C057",30,21
"6055","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C330",31,19
"6056","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C330",41,25
"6057","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-6","C330",66,44
"6058","Lewisetta","W5-NH",2,"MVP-NH-3","B025",36,28
"6059","Lewisetta","W5-NH",1,"MVP-NH-3","B025",27,23
"6060","Lewisetta","W5-NH",3,"MVP-NH-3","B025",30,21
"6061","Lewisetta","W2-LA",2,"MVP-LA-2","E261",53,36
"6062","Lewisetta","W2-LA",1,"MVP-LA-2","E261",45,26
"6063","Lewisetta","W2-LA",3,"MVP-LA-2","E261",97,56
"6064","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B205",50,32
"6065","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B205",51,31
"6066","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B205",80,49
"6067","Lewisetta","W1-TX",1,"MVP-TX-2","B081",35,21
"6068","Lewisetta","W1-TX",3,"MVP-TX-2","B081",63,44
"6069","Lewisetta","W1-TX",2,"MVP-TX-2","B081",35,23
"6070","Lewisetta","W3-FL",1,"MVP-FL-3","E084",28,22
"6071","Lewisetta","W3-FL",2,"MVP-FL-3","E084",30,17
"6072","Lewisetta","W5-NH",2,"MVP-NH-3","B009",30,27
"6073","Lewisetta","W5-NH",1,"MVP-NH-3","B009",25,19
"6074","Lewisetta","W5-NH",3,"MVP-NH-3","B009",33,25
"6075","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A019",43,29
"6076","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A019",33,26
"6077","YorkRiver","W3-FL",1,"MVP-FL-5","E465",43,23
"6078","YorkRiver","W3-FL",2,"MVP-FL-5","E465",47,28
"6079","YorkRiver","W2-LA",1,"MVP-LA-6","A880",32,23
"6080","YorkRiver","W2-LA",2,"MVP-LA-6","A880",36,29
"6081","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-5","A714",39,28
"6082","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-5","A714",32,19
"6083","YorkRiver","W1-TX",2,"MVP-TX-4","C248",39,28
"6084","YorkRiver","W1-TX",1,"MVP-TX-4","C248",35,30
"6085","YorkRiver","W1-TX",3,"MVP-TX-4","C248",50,36
"6086","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-1","B149",83,35
"6087","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-1","B149",44,23
"6088","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-1","B149",51,32
"6089","YorkRiver","W6-ME",2,"MVP-ME-6","A621",41,29
"6090","YorkRiver","W6-ME",1,"MVP-ME-6","A621",38,23
"6091","YorkRiver","S2-DEBY",2,"MVP-DEBY-6","E517",34,20
"6092","YorkRiver","S2-DEBY",1,"MVP-DEBY-6","E517",29,19
"6093","YorkRiver","S2-DEBY",3,"MVP-DEBY-6","E517",76,46
"6094","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E192",33,29
"6096","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E192",22,19
"6097","YorkRiver","W6-ME",3,"MVP-ME-5","A822",57,32
"6098","YorkRiver","W6-ME",2,"MVP-ME-5","A822",42,23
"6099","YorkRiver","W6-ME",1,"MVP-ME-5","A822",41,24
"6100","YorkRiver","W5-NH",2,"MVP-NH-5","C067",21,15
"6101","YorkRiver","W5-NH",1,"MVP-NH-5","C067",20,14
"6102","Lewisetta","W6-ME",2,"MVP-ME-1","B311",35,29
"6103","Lewisetta","W6-ME",3,"MVP-ME-1","B311",49,36
"6104","Lewisetta","W6-ME",1,"MVP-ME-1","B311",22,19
"6105","YorkRiver","W3-FL",1,"MVP-FL-6","E553",42,23
"6106","YorkRiver","W3-FL",3,"MVP-FL-6","E553",59,36
"6107","YorkRiver","W3-FL",2,"MVP-FL-6","E553",45,25
"6108","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B168",48,29
"6109","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B168",42,28
"6110","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B168",94,56
"6111","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E618",37,27
"6112","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E618",30,19
"6113","Lewisetta","W2-LA",2,"MVP-LA-1","A044",56,37
"6114","Lewisetta","W2-LA",1,"MVP-LA-1","A044",52,37
"6115","Lewisetta","W2-LA",3,"MVP-LA-1","A044",105,72
"6116","YorkRiver","S1-LOLA",1,"MVP-LOLA-6","E434",30,23
"6117","YorkRiver","S1-LOLA",3,"MVP-LOLA-6","E434",60,42
"6118","YorkRiver","S1-LOLA",2,"MVP-LOLA-6","E434",36,25
"6119","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B203",53,28
"6120","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B203",49,28
"6121","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B203",93,54
"6122","Lewisetta","S1-LOLA",3,"MVP-LOLA-2","A418",92,56
"6123","Lewisetta","S1-LOLA",1,"MVP-LOLA-2","A418",61,29
"6124","Lewisetta","S1-LOLA",2,"MVP-LOLA-2","A418",67,32
"6125","Lewisetta","W5-NH",3,"MVP-NH-1","B239",39,33
"6126","Lewisetta","W5-NH",2,"MVP-NH-1","B239",34,23
